x,y,place,id
-1.6697157060555015,55.08688787607089,inside,0
-1.6724934838555015,55.084110098270884,inside,0
-1.6697157060555015,55.084110098270884,inside,0
-1.6669379282555015,55.084110098270884,inside,0
-1.6641601504555015,55.084110098270884,inside,0
-1.6613823726555015,55.084110098270884,inside,0
-1.6780490394555014,55.081332320470885,inside,0
-1.6752712616555014,55.081332320470885,inside,0
-1.6724934838555015,55.081332320470885,inside,0
-1.6697157060555015,55.081332320470885,inside,0
-1.6669379282555015,55.081332320470885,inside,0
-1.6641601504555015,55.081332320470885,inside,0
-1.6613823726555015,55.081332320470885,inside,0
-1.6780490394555014,55.07855454267089,inside,0
-1.6752712616555014,55.07855454267089,inside,0
-1.6724934838555015,55.07855454267089,inside,0
-1.6697157060555015,55.07855454267089,inside,0
-1.6669379282555015,55.07855454267089,inside,0
-1.6641601504555015,55.07855454267089,inside,0
-1.6613823726555015,55.07855454267089,inside,0
-1.6586045948555015,55.07855454267089,inside,0
-1.6558268170555015,55.07855454267089,inside,0
-1.6530490392555013,55.07855454267089,inside,0
-1.6808268172555014,55.07577676487089,inside,0
-1.6780490394555014,55.07577676487089,inside,0
-1.6752712616555014,55.07577676487089,inside,0
-1.6724934838555015,55.07577676487089,inside,0
-1.6697157060555015,55.07577676487089,inside,0
-1.6669379282555015,55.07577676487089,inside,0
-1.6641601504555015,55.07577676487089,inside,0
-1.6613823726555015,55.07577676487089,inside,0
-1.6586045948555015,55.07577676487089,inside,0
-1.6558268170555015,55.07577676487089,inside,0
-1.6530490392555013,55.07577676487089,inside,0
-1.6863823728555014,55.07299898707089,inside,0
-1.6836045950555014,55.07299898707089,inside,0
-1.6808268172555014,55.07299898707089,inside,0
-1.6780490394555014,55.07299898707089,inside,0
-1.6752712616555014,55.07299898707089,inside,0
-1.6724934838555015,55.07299898707089,inside,0
-1.6697157060555015,55.07299898707089,inside,0
-1.6669379282555015,55.07299898707089,inside,0
-1.6641601504555015,55.07299898707089,inside,0
-1.6613823726555015,55.07299898707089,inside,0
-1.6586045948555015,55.07299898707089,inside,0
-1.6558268170555015,55.07299898707089,inside,0
-1.6530490392555013,55.07299898707089,inside,0
-1.6808268172555014,55.07022120927088,inside,0
-1.6780490394555014,55.07022120927088,inside,0
-1.6752712616555014,55.07022120927088,inside,0
-1.6724934838555015,55.07022120927088,inside,0
-1.6697157060555015,55.07022120927088,inside,0
-1.6669379282555015,55.07022120927088,inside,0
-1.6641601504555015,55.07022120927088,inside,0
-1.6613823726555015,55.07022120927088,inside,0
-1.6586045948555015,55.07022120927088,inside,0
-1.6724934838555015,55.08966565387089,outside,0
-1.6697157060555015,55.08966565387089,outside,0
-1.6669379282555015,55.08966565387089,outside,0
-1.6752712616555014,55.08688787607089,outside,0
-1.6724934838555015,55.08688787607089,outside,0
-1.6669379282555015,55.08688787607089,outside,0
-1.6641601504555015,55.08688787607089,outside,0
-1.6613823726555015,55.08688787607089,outside,0
-1.6586045948555015,55.08688787607089,outside,0
-1.6808268172555014,55.084110098270884,outside,0
-1.6780490394555014,55.084110098270884,outside,0
-1.6752712616555014,55.084110098270884,outside,0
-1.6586045948555015,55.084110098270884,outside,0
-1.6808268172555014,55.081332320470885,outside,0
-1.6586045948555015,55.081332320470885,outside,0
-1.6558268170555015,55.081332320470885,outside,0
-1.6530490392555013,55.081332320470885,outside,0
-1.6502712614555013,55.081332320470885,outside,0
-1.6836045950555014,55.07855454267089,outside,0
-1.6808268172555014,55.07855454267089,outside,0
-1.6502712614555013,55.07855454267089,outside,0
-1.6891601506555014,55.07577676487089,outside,0
-1.6863823728555014,55.07577676487089,outside,0
-1.6836045950555014,55.07577676487089,outside,0
-1.6502712614555013,55.07577676487089,outside,0
-1.6891601506555014,55.07299898707089,outside,0
-1.6502712614555013,55.07299898707089,outside,0
-1.6891601506555014,55.07022120927088,outside,0
-1.6863823728555014,55.07022120927088,outside,0
-1.6836045950555014,55.07022120927088,outside,0
-1.6558268170555015,55.07022120927088,outside,0
-1.6530490392555013,55.07022120927088,outside,0
-1.6502712614555013,55.07022120927088,outside,0
-1.6836045950555014,55.067443431470885,outside,0
-1.6808268172555014,55.067443431470885,outside,0
-1.6780490394555014,55.067443431470885,outside,0
-1.6752712616555014,55.067443431470885,outside,0
-1.6724934838555015,55.067443431470885,outside,0
-1.6697157060555015,55.067443431470885,outside,0
-1.6669379282555015,55.067443431470885,outside,0
-1.6641601504555015,55.067443431470885,outside,0
-1.6613823726555015,55.067443431470885,outside,0
-1.6586045948555015,55.067443431470885,outside,0
-1.6558268170555015,55.067443431470885,outside,0
